PCA 1,PCA 2,Class
-432.33128223455543,-56.025709001547874,amanita
3.337771816697767,0.9648170508294304,amanita
-251.42121928396375,7.080058839549376,amanita
-125.88847218640319,-69.80156084460371,amanita
-182.19584241058934,-41.143216585221374,amanita
12.334251344451864,-50.28889056913647,amanita
-201.61374964886548,-43.84795792491279,amanita
-106.69957727512119,-23.46044126300912,amanita
-154.00776389754176,-79.70891958312137,amanita
-99.43436306589923,116.05083158466957,amanita
713.1483596213704,12.280036857729957,amanita
-213.45755275508256,47.025660634549844,amanita
-69.34715487367443,7.477874158405924,amanita
275.40684753685866,121.75197528757087,amanita
-223.24563693603392,-45.35371539676383,amanita
15.774747929586331,99.68255045959009,amanita
-347.11341999638745,10.199799493447905,amanita
739.0960530258294,177.75273586940244,amanita
736.7813411528255,131.85018245984736,amanita
-4.393488972047022,21.8520525421888,amanita
-131.25333538359163,28.602336632344798,amanita
-218.3490573720597,93.31284912065567,amanita
-41.83514297999792,-18.9477820224715,amanita
171.8034622048161,28.134904477245858,amanita
21.543435772421702,62.01637003152134,amanita
665.5198398201336,80.21419265605292,amanita
-63.32984566428633,31.316976928782307,amanita
-131.78002193129217,-11.478939278293339,amanita
-27.494069960004932,-1.4824840537478439,amanita
-221.7030328062559,7.459603488698703,amanita
-105.72294225257089,-15.234998533509836,amanita
-123.33442162570776,-58.389966534268204,amanita
596.2636881731341,110.31854562248583,amanita
-326.0174309381843,73.38275208683444,amanita
425.70682941419744,193.35691616080098,amanita
-123.28148422210553,-12.28470219591037,amanita
617.7050010002355,61.6201904962662,amanita
-75.06761999285958,-40.02448665996299,amanita
-176.4827447286818,122.22573092978398,amanita
-249.30711778426408,-21.299373439717034,amanita
-104.9457529443478,-108.99644221563261,amanita
-30.01987616741872,-90.76991662690135,amanita
3.337771816697767,0.964817050829701,amanita
619.8260555337079,68.73116748754381,amanita
-13.567865591068669,-5.607510489549456,amanita
13.018974905212687,-26.43710055844375,amanita
-20.76163974250901,-8.820198731111423,amanita
-213.22935855687348,10.112692975656847,amanita
-76.90173269582228,13.926530724718994,amanita
-84.71051872559207,-48.65517706782648,amanita
31.583245856089516,-49.24419229952533,amanita
-63.449529912695326,77.76284220096602,amanita
117.13401871397718,-3.3115760714249136,amanita
-23.335645565602242,-57.39312522269744,amanita
66.60028393011011,-114.88907350749676,amanita
672.5429978485886,-115.5006001152388,amanita
-262.69023685333417,-54.16519332917284,amanita
-9.990838614014983,-52.12121453122484,amanita
293.0108413385333,77.90985806319482,amanita
-154.09426403660638,89.43841466281813,amanita
606.5388992783882,74.2783700772075,amanita
-172.8580078965441,-9.30088764443949,amanita
-213.28356649151337,55.53284799470194,amanita
0.6910661257820084,191.4220832388124,amanita
-163.87067568765787,5.529366458858467,amanita
-325.80364755201833,-49.49634145142888,amanita
-88.42091467406709,23.11808392978665,amanita
728.687730967443,6.637274709123358,amanita
-5.035894517800817,-52.545045819002205,amanita
-271.63223582457886,-37.846293846245175,amanita
-299.32129817095495,74.733552261508,amanita
61.59070345361231,-48.4886656173127,amanita
-167.60040140598764,186.16506801266155,amanita
-308.3641197897222,-29.725644687407062,amanita
773.1394203407183,120.06255697135119,amanita
3.337771816697767,0.964817050829701,amanita
102.90650540311199,-23.52320899861854,amanita
597.4164177656248,136.95909638791974,amanita
434.0887761940859,-80.73090199549023,amanita
-12.896467105249108,-46.805056180147716,amanita
-122.28449037784733,-56.39501534540117,amanita
571.1780502553158,-32.35863795346725,amanita
-412.27117660863723,-123.95833208396658,amanita
-516.2496307849555,-73.55071262231448,amanita
313.6458885331049,-51.90333274810506,amanita
-267.16720956440133,-28.895290762459297,amanita
605.1171588985075,157.14074950152894,amanita
-99.43436306589923,116.05083158466957,amanita
190.45876143795155,-271.9486763697008,amanita
729.7879072091113,76.00875390768825,amanita
-39.19612028967987,-25.50297542422217,amanita
-212.41520455971337,51.173588897033895,amanita
-39.600865593883924,15.976156408825588,amanita
60.77690262141078,30.046240842718216,amanita
-9.82953104582591,-1.3174795640081076,amanita
-59.740094932210454,-43.75818236876572,amanita
-360.478383602628,11.095317257262376,amanita
-353.8688985017446,-35.136706566893885,amanita
6.8545783265080225,-55.2437599483258,amanita
-100.30095762450887,10.084208634055416,amanita
24.008850306739596,14.544499082673987,amanita
166.55203671260608,-43.5590621813289,amanita
75.88591440051003,-23.414776856237975,amanita
608.0728842362944,14.04362193755368,amanita
-123.0228173601828,83.37761405919893,amanita
206.81134472187836,-10.663480377958528,amanita
-80.40836507447281,-36.21893672635803,amanita
-41.61061456109859,-43.50839543519772,amanita
-225.66345308061247,-37.551476104493844,amanita
654.5200175719102,81.68083707775767,amanita
-112.9144394040142,-22.62265005250099,amanita
-164.39397650049034,-109.38821683098352,amanita
-116.77362697949607,-17.66575272658605,amanita
452.6738321015568,93.42402553831583,amanita
-268.9860821207136,-45.56615579092856,amanita
280.4780240031016,-92.57114565950452,amanita
35.726266456633404,114.47941384878233,amanita
-167.6861251790122,-34.55812980718961,amanita
-384.239680162807,-29.924113553225403,amanita
-147.76960336030018,23.859167038900956,amanita
255.77116842890086,-62.10525691413625,amanita
275.3572578132503,4.536399299316841,amanita
-183.06901293628636,-33.46093757387942,amanita
310.246135101152,-117.77549212396663,amanita
-215.51946775985797,-53.09645039151918,amanita
577.5227291530966,43.389444910402595,amanita
301.03268250051656,-26.76433868604588,amanita
-314.29110408969615,-21.693486815099867,amanita
-215.18919741027509,44.54960282741126,amanita
37.042243991900804,92.13659218284249,amanita
-159.7952949667598,-43.86438889523716,amanita
-110.5396934450568,-8.402240725385585,amanita
-49.53492905233375,-91.26441182521577,amanita
-180.69046089376673,-49.84589699314721,amanita
-183.50957191220795,-60.793853556790765,amanita
13.018974905212687,-26.43710055844375,amanita
340.20987509393154,-185.34657428107687,amanita
-28.364141968845715,-24.213528656787297,amanita
45.85777502374964,-6.31956824682082,amanita
49.07521846855362,-105.11505837360197,amanita
555.2256317429542,86.95531940533986,amanita
-138.17092613332886,-14.465903640508351,amanita
169.84817923384375,-20.597236459612617,amanita
-47.91203043567605,62.643942702709765,amanita
-283.00077476571107,-6.045757633871897,amanita
-55.009709146041295,56.5764720740208,amanita
142.45777299810982,25.532567510467285,amanita
68.79993877384445,-38.4599720983861,amanita
132.7954707934102,45.58717661592934,amanita
728.1406663603454,29.61045126119412,amanita
72.62901927957354,35.317829322546366,amanita
-99.43436306589923,116.05083158466957,amanita
253.35826864674655,-72.22769715456074,amanita
-144.97369697042262,87.00602874795976,amanita
141.82316858520767,-19.593130511655556,amanita
-265.74921057116234,-78.8786345974498,amanita
55.61778843008291,-54.77711752134057,amanita
107.09043270204037,26.710099066833045,amanita
-124.208227948419,14.612994471284383,amanita
-260.78393889934154,-30.248412992443384,amanita
-11.436797262656153,-95.86300591986712,amanita
203.00648332106505,27.329965318022605,amanita
13.018974905212687,-26.43710055844375,amanita
-110.44608177264865,4.258777116597576,amanita
452.2187673113355,-3.3015486072910143,amanita
-423.92744461550166,-96.98329874263726,amanita
12.535904801438905,-14.792618883845881,amanita
-111.77189890548233,-51.96838842955172,amanita
-85.05999797655058,28.988743526860844,amanita
-238.14284893586859,-80.31354606589588,amanita
-266.5496159522025,-59.0867135545171,amanita
111.74808527536841,-138.19561074143013,amanita
654.5696807467706,155.7636926537919,amanita
-177.91955496870327,-20.780297058735453,amanita
-262.3451754466759,-86.79871372998885,amanita
68.3162259057641,50.408674149407126,amanita
-106.23542197901133,58.562486164382015,amanita
-110.5396934450568,-8.402240725385585,amanita
25.37235618750839,-94.28987096355111,amanita
-159.7819828113052,-12.303707548423322,amanita
-175.19477992306284,-126.66698927333628,amanita
529.7786935186721,146.20054453037582,amanita
-143.47851847060895,-70.76334216726634,amanita
65.55317503730416,-58.93190465729162,amanita
142.45777299810982,25.532567510467285,amanita
-148.1811216681759,-8.256869588296214,amanita
111.74808527536841,-138.19561074143013,amanita
144.47681530986324,-201.5800023712753,amanita
-218.992126475364,2.0005518391679393,amanita
-311.4366508432889,-75.84603886511414,amanita
652.6783274467978,138.16660786771786,amanita
-213.6916868043327,52.42746883181575,amanita
-117.8974614117876,23.20953444220838,amanita
-118.60054461666255,-26.961506898572374,amanita
646.5020382314938,44.57109823543006,amanita
310.246135101152,-117.77549212396663,amanita
-154.00776389754176,-79.70891958312137,amanita
-132.12812933983435,28.36737555362794,amanita
42.53623109319506,-41.01594906895445,amanita
-279.494611721943,-11.112878907869543,amanita
772.766856004571,104.5288895176753,amanita
788.7880100305539,153.55169001186846,amanita
251.5968105306686,-22.248033207587866,amanita
-119.98412260257332,1.2689169985841517,amanita
130.8930844787875,-19.199204515609992,amanita
-345.0627246701982,-83.88351079766039,amanita
582.479386992678,90.19028472948906,amanita
20.63257235794294,14.345706734050331,amanita
-203.46631317823986,18.914960863107854,amanita
569.5206433536101,109.53607860745808,amanita
-102.20593005199214,-12.339212736181073,amanita
-79.28595063976886,54.03344897019507,amanita
-158.58810113651762,103.15222206046276,amanita
-134.96947378004202,22.407781361316456,amanita
-144.89463180272847,-27.560508524343458,amanita
-310.9703594096197,-117.87492040995387,amanita
555.1136926938024,107.75834818846005,amanita
-82.11162959869515,-92.4324523682568,amanita
519.0489766909851,54.45517653700715,amanita
43.59172917219527,22.586408415757266,amanita
64.03231635035591,-30.051921498361963,amanita
-223.21710197353357,-31.553405267218608,amanita
778.2862030821449,79.41180361980992,amanita
562.0242651704491,5.411896844765162,amanita
47.341320875684666,-17.09955123400581,amanita
-29.28230176524978,-94.76353827483246,amanita
52.70971715165026,30.63089228883612,amanita
-78.71064421845865,-47.16366783114181,amanita
723.4583401897552,114.86165643921247,amanita
144.3028337528898,67.7687444543465,amanita
2.891616662946849,59.647235184079214,amanita
-123.28148422210553,-12.28470219591037,amanita
-136.5594545901356,-25.771022016994987,amanita
-190.49940081897762,3.661271854869967,amanita
-163.87067568765787,5.529366458858467,amanita
-37.15279335337713,-1.6932168158335281,amanita
-143.74352080878978,-92.26685956761219,amanita
111.74808527536841,-138.19561074143013,amanita
-126.55659336983221,42.258774797014226,boletus
35.04080991832641,-39.37172629694121,boletus
-73.09594751832287,80.13757496845068,boletus
676.7979173118733,-41.77169824293542,boletus
-58.2403794624589,130.2338445760012,boletus
222.01102113844772,-125.80310843706351,boletus
48.040353654808875,-81.79111823501236,boletus
314.5161523499039,-242.82939396257677,boletus
57.20194251178517,20.124956799742133,boletus
-74.31893696797559,37.492805894177174,boletus
-142.0392449110945,42.945873828270685,boletus
3.4695883258501925,-58.38428870399308,boletus
137.79798366626878,65.00290148687321,boletus
17.57375852279411,-56.64228705036,boletus
-84.74383383514078,-104.96072523888722,boletus
-218.9583987514579,-39.9383394155926,boletus
-39.58634592570644,47.328001157268986,boletus
27.827372642800192,40.532307578634175,boletus
-140.45093803101793,-2.657321431709253,boletus
71.89929003467442,14.049811431811921,boletus
-290.71668428671467,55.14544175015793,boletus
168.21962626561722,-33.60596580127323,boletus
336.40745356370377,-86.24872292626527,boletus
-34.31076622694975,-36.59041574826235,boletus
194.06940600108285,76.44508514702699,boletus
-269.62905693655415,-51.80267198025059,boletus
47.160275508456195,9.97679450404996,boletus
603.0802156676807,-129.2962969895198,boletus
-306.4428004810874,-23.84860067980284,boletus
119.7191900416978,18.68994084266539,boletus
-117.30019247200116,113.63603655976681,boletus
88.09785238933999,-72.71258660339575,boletus
469.9809155502825,124.75115706314858,boletus
-100.19543927752456,74.8818999686673,boletus
150.061439580711,20.94411753351957,boletus
-32.59371090916245,38.07570201082345,boletus
-85.27691965856249,-125.89679084863361,boletus
147.4513611346008,128.52145922493938,boletus
-19.80820951753189,-30.005766713597875,boletus
22.20142412296535,42.23383194233928,boletus
-151.23857783453374,8.80604619845782,boletus
-105.3190127576364,-54.16970660983767,boletus
507.09605243065243,-105.8118652286032,boletus
89.27170332753767,-77.70734122574905,boletus
-168.86148486183546,36.30934467482375,boletus
-213.97587120572808,38.72057184836386,boletus
-61.372253367489336,-14.457455556249556,boletus
99.05158338626275,15.931035778380652,boletus
176.32880418507492,-87.33353430553987,boletus
225.68580523644124,67.6707344171115,boletus
-233.22192806672712,22.364430837350618,boletus
38.48641796791973,-78.55229044281675,boletus
672.2653204499927,-31.717886072506158,boletus
83.61565423312187,-55.68529516883689,boletus
-84.36829920852998,-93.90676078767693,boletus
-22.1524578660592,-109.62542900123582,boletus
448.09226580438843,-10.606556231308335,boletus
-116.87840190469505,70.11677546005684,boletus
-193.570672586564,97.06695499401509,boletus
-75.0992614005338,35.70132423767123,boletus
-298.75669668386263,12.627402447959957,boletus
-21.00811042706592,191.60832469190186,boletus
-137.68368527075089,15.892690088095716,boletus
45.18280164771768,45.119581620436364,boletus
98.29680841693744,-49.820854975926984,boletus
567.8832778666498,-53.51258728332,boletus
601.6248303775089,-73.48902443546915,boletus
559.4880105004511,-49.91833900101481,boletus
-111.43444798175739,13.3598461015188,boletus
40.26450862608856,7.802243481046881,boletus
786.7528032360783,93.41292118113245,boletus
-345.7753472441065,-35.90404689971925,boletus
-122.39446304354581,-79.34603307313242,boletus
-82.19857046186267,37.297344049095756,boletus
-14.571229966284651,-5.212358965143639,boletus
663.7920869610399,-19.39766343029911,boletus
120.21624125030085,-13.753366754999027,boletus
-76.95338151575226,41.20591862292808,boletus
-90.52952697127516,71.07924597546345,boletus
663.7640034054104,-122.58827705834385,boletus
-131.58108611581753,-99.28709136402175,boletus
71.34629921174647,42.498086046353905,boletus
704.708530783702,62.16792896483628,boletus
52.53142224360246,35.03625790128615,boletus
-166.3047746381804,-26.036398505423616,boletus
65.26189362014824,-22.400456517845132,boletus
-222.33570025818224,11.239881319697606,boletus
300.78458398435987,-282.7192169942646,boletus
95.64857095178522,-45.30429625302099,boletus
-10.928167446809855,112.02034202855909,boletus
-4.603283331767999,-86.07273914373697,boletus
70.12857411887937,-37.863775136114675,boletus
18.34199292431095,-112.68645963584812,boletus
-122.96448210926803,27.25535134629906,boletus
-132.73638847974163,-24.365097278181256,boletus
