t-SNE 1,t-SNE 2,Class
-17.090725,-3.9865701,deterrimus
1.331519,10.019609,deterrimus
4.0529146,-0.6960008,deterrimus
35.622776,-0.31180888,deterrimus
-24.135984,-4.811043,deterrimus
0.89669293,0.919352,deterrimus
-22.492796,-0.12577635,deterrimus
-20.816149,-0.7240942,deterrimus
17.65431,2.5732536,deterrimus
-9.769158,-6.9119296,deterrimus
-17.084852,4.1881785,deterrimus
-16.926783,-2.0844345,deterrimus
-19.723103,0.140721,deterrimus
-6.7507124,-10.032648,deterrimus
11.689928,-6.5605297,deterrimus
-2.3920085,8.637686,deterrimus
7.6271195,2.8651915,deterrimus
-16.113668,5.71428,deterrimus
-8.55642,-6.25278,deterrimus
-8.0171175,-8.033661,deterrimus
-19.614277,1.895219,deterrimus
-5.233963,2.637242,deterrimus
-9.541881,-14.309027,deterrimus
-9.186231,1.9634074,deterrimus
-18.75364,-3.1591854,deterrimus
7.2209573,3.2940333,deterrimus
-15.639391,2.1127484,deterrimus
0.32895136,7.675166,deterrimus
-1.0406206,5.1815534,deterrimus
-3.5835037,4.290254,deterrimus
-7.4077654,-6.5154705,deterrimus
-2.1521056,6.799112,deterrimus
32.83368,3.1440797,deterrimus
-18.563156,0.22493036,deterrimus
11.557288,-0.19869626,deterrimus
34.052517,1.452285,deterrimus
-12.033508,-6.9847283,deterrimus
-0.61870205,-0.70985556,deterrimus
5.62695,-6.904958,deterrimus
-13.204773,2.1612844,deterrimus
-7.4924817,-4.9455543,deterrimus
-6.400334,-1.1485684,deterrimus
-13.373919,-14.47758,deterrimus
-19.883953,-5.15035,deterrimus
-9.919677,-13.802772,deterrimus
8.901326,8.26587,deterrimus
19.22022,-11.887184,deterrimus
-12.286244,-2.0825486,deterrimus
-16.216084,1.952527,deterrimus
-11.598194,12.123745,deterrimus
-14.94963,3.9314528,deterrimus
8.36294,-2.57066,deterrimus
-18.285774,0.9969497,deterrimus
7.510001,3.8810506,deterrimus
15.692726,1.6767768,deterrimus
-18.316818,-4.556004,deterrimus
-8.020242,2.2165956,deterrimus
17.775377,2.433505,deterrimus
-10.759895,-0.7488757,deterrimus
-17.4336,-11.433559,deterrimus
-19.268274,-3.7693002,deterrimus
-4.051266,7.0210886,deterrimus
1.845648,12.354924,deterrimus
19.633257,-12.017163,deterrimus
-19.960052,-4.9633884,deterrimus
7.6583395,-1.537107,deterrimus
-0.46658027,7.1624427,deterrimus
-6.8220596,-4.7317743,deterrimus
-8.595925,-7.4241905,deterrimus
5.698719,-7.67115,deterrimus
-1.1170841,7.020068,deterrimus
-14.215383,-5.703506,deterrimus
-10.879997,-11.955964,deterrimus
9.131849,1.8915826,deterrimus
-19.98401,-5.145393,deterrimus
27.927078,1.9748174,deterrimus
19.910244,-7.4132605,deterrimus
8.839295,-6.016611,deterrimus
-8.488872,0.97975564,deterrimus
-13.290692,-7.032519,deterrimus
30.721157,1.2635742,deterrimus
7.2800817,-5.38959,deterrimus
-19.798788,-4.9076495,deterrimus
-14.691373,-3.2010562,deterrimus
-13.102135,-2.7887125,deterrimus
9.070708,-0.58652157,deterrimus
34.455498,4.78457,deterrimus
19.366783,-12.1371155,deterrimus
-17.437664,-2.356306,deterrimus
11.359826,3.7579799,deterrimus
-20.925978,2.8789072,deterrimus
7.781341,-2.7250261,deterrimus
-10.494058,-11.6863785,deterrimus
-15.799679,-0.88330925,deterrimus
-8.671685,-8.782799,deterrimus
